node_props,node_labels,relations
name:'Linear_Dynamics',Sub,Inc->name:'Motion_Along_a_Straight_Line'@Chap|Inc->name:'Motion_in_Two_and_Three_Dimensions'@Chap|Inc->name:'Newtons_Laws_of_Motion'@Chap|Inc->name:'Applications_of_Newtons_Laws'@Chap
name:'Conservation_Laws',Sub,Inc->name:'Work_and_Kinetic_Energy'@Chap|Inc->name:'Potential_Energy_and_Conservation_of_Energy'@Chap|Inc->name:'Linear_Momentum_and_Collisions'@Chap|Inc->name:'Static_Equilibrium_and_Elasticity'@Chap|Inc->name:'Gravitation'@Chap
name:'Rotational_Dynamics',Sub,Inc->name:'Fixed_Axis_Rotation'@Chap|Inc->name:'Angular_Momentum'@Chap
name:'Waves',Sub,Inc->name:'Fluid_Mechanics'@Chap|Inc->name:'Oscillations'@Chap|Inc->name:'Waves'@Chap|Inc->name:'Electromagnetic_Induction'@Chap
name:'Electricity',Sub,Inc->name:'Electric_Charges_and_Fields'@Chap|Inc->name:'Gausss_Law'@Chap|Inc->name:'Electric_Potential'@Chap|Inc->name:'Capacitance'@Chap|Inc->name:'Electromagnetic_Waves'@Chap
name:'DC_Circuits',Sub,Inc->name:'Current_and_Resistance'@Chap|Inc->name:'Direct_Current_Circuits'@Chap
name:'Magnetism',Sub,Inc->name:'Magnetic_Forces_and_Fields'@Chap|Inc->name:'Sources_of_Magnetic_Fields'@Chap
name:'AC_Circuits',Sub,Inc->name:'Electromagnetic_Induction'@Chap|Inc->name:'Inductance'@Chap|Inc->name:'Alternating_Current_Circuits'@Chap
name:'Optics',Sub,Inc->name:'Electromagnetic_Waves'@Chap|Inc->name:'Geometric_Optics'@Chap
name:'Motion_Along_a_Straight_Line';id:'3',Chap,Inc->name:'Position_Displacement_and_Average_Velocity'@Kpt|Inc->name:'Instantaneous_Velocity_and_Speed'@Kpt|Inc->name:'Average_and_Instantaneous_Acceleration'@Kpt|Inc->name:'Motion_with_Constant_Acceleration'@Kpt|Inc->name:'Free_Fall'@Kpt|Inc->name:'Finding_Velocity_and_Displacement_from_Acceleration'@Kpt
name:'Motion_in_Two_and_Three_Dimensions';id:'4',Chap,Inc->name:'Displacement_and_Velocity_Vectors'@Kpt|Inc->name:'Acceleration_Vector'@Kpt|Inc->name:'Projectile_Motion'@Kpt|Inc->name:'Uniform_Circular_Motion'@Kpt|Inc->name:'Relative_Motion_in_One_and_Two_Dimensions'@Kpt
name:'Newtons_Laws_of_Motion';id:'5',Chap,Inc->name:'Forces'@Kpt|Inc->name:'Newtons_First_Law'@Kpt|Inc->name:'Newtons_Second_Law'@Kpt|Inc->name:'Mass_and_Weight'@Kpt|Inc->name:'Newtons_Third_Law'@Kpt|Inc->name:'Common_Forces'@Kpt|Inc->name:'Drawing_Free_Body_Diagrams'@Kpt
name:'Applications_of_Newtons_Laws';id:'6',Chap,Inc->name:'Solving_Problems_with_Newtons_Laws'@Kpt|Inc->name:'Friction'@Kpt|Inc->name:'Centripetal_Force'@Kpt|Inc->name:'Drag_Force_and_Terminal_Speed'@Kpt
name:'Work_and_Kinetic_Energy';id:'7',Chap,Inc->name:'Work'@Kpt|Inc->name:'Kinetic_Energy'@Kpt|Inc->name:'Work_Energy_Theorem'@Kpt|Inc->name:'Power'@Kpt
name:'Potential_Energy_and_Conservation_of_Energy';id:'8',Chap,Inc->name:'Potential_Energy_of_a_System'@Kpt|Inc->name:'Conservative_and_Non_Conservative_Forces'@Kpt|Inc->name:'Conservation_of_Energy'@Kpt|Inc->name:'Potential_Energy_Diagrams_and_Stability'@Kpt|Inc->name:'Sources_of_Energy'@Kpt
name:'Linear_Momentum_and_Collisions';id:'9',Chap,Inc->name:'Linear_Momentum'@Kpt|Inc->name:'Impulse_and_Collisions'@Kpt|Inc->name:'Conservation_of_Linear_Momentum'@Kpt|Inc->name:'Types_of_Collisions'@Kpt|Inc->name:'Collisions_in_Multiple_Dimensions'@Kpt|Inc->name:'Center_of_Mass'@Kpt|Inc->name:'Rocket_Propulsion'@Kpt
name:'Fixed_Axis_Rotation';id:'10',Chap,Inc->name:'Rotational_Variables'@Kpt|Inc->name:'Rotation_with_Constant_Angular_Acceleration'@Kpt|Inc->name:'Relating_Angular_and_Translational_Quantities'@Kpt|Inc->name:'Moment_of_Inertia_and_Rotational_Kinetic_Energy'@Kpt|Inc->name:'Calculating_Moments_of_Inertia'@Kpt|Inc->name:'Torque'@Kpt|Inc->name:'Newtons_Second_Law_for_Rotation'@Kpt|Inc->name:'Work_and_Power_for_Rotational_Motion'@Kpt
name:'Angular_Momentum';id:'11',Chap,Inc->name:'Rolling_Motion'@Kpt|Inc->name:'Angular_Momentum'@Kpt|Inc->name:'Conservation_of_Angular_Momentum'@Kpt|Inc->name:'Precession_of_a_Gyroscope'@Kpt
name:'Static_Equilibrium_and_Elasticity';id:'12',Chap,Inc->name:'Conditions_for_Static_Equilibrium'@Kpt|Inc->name:'Examples_of_Static_Equilibrium'@Kpt|Inc->name:'Stress_Strain_and_Elastic_Modulus'@Kpt|Inc->name:'Elasticity_and_Plasticity'@Kpt
name:'Gravitation';id:'13',Chap,Inc->name:'Newtons_Law_of_Universal_Gravitation'@Kpt|Inc->name:'Gravitation_Near_Earths_Surface'@Kpt|Inc->name:'Gravitational_Potential_Energy_and_Total_Energy'@Kpt|Inc->name:'Satellite_Orbits_and_Energy'@Kpt|Inc->name:'Keplers_Laws_of_Planetary_Motion'@Kpt|Inc->name:'Tidal_Forces'@Kpt|Inc->name:'Einsteins_Theory_of_Gravity'@Kpt
name:'Fluid_Mechanics';id:'14',Chap,Inc->name:'Fluids_Density_and_Pressure'@Kpt|Inc->name:'Measuring_Pressure'@Kpt|Inc->name:'Pascals_Principle_and_Hydraulics'@Kpt|Inc->name:'Archimedes_Principle_and_Buoyancy'@Kpt|Inc->name:'Fluid_Dynamics'@Kpt|Inc->name:'Bernoullis_Equation'@Kpt
name:'Oscillations';id:'15',Chap,Inc->name:'Simple_Harmonic_Motion'@Kpt|Inc->name:'Energy_in_Simple_Harmonic_Motion'@Kpt|Inc->name:'Comparing_Simple_Harmonic_Motion_and_Circular_Motion'@Kpt|Inc->name:'Pendulums'@Kpt
name:'Waves';id:'16',Chap,Inc->name:'Traveling_Waves'@Kpt|Inc->name:'Mathematics_of_Waves'@Kpt|Inc->name:'Wave_Speed_on_a_Stretched_String'@Kpt|Inc->name:'Energy_and_Power_of_a_Wave'@Kpt|Inc->name:'Standing_Waves_and_Resonance'@Kpt
name:'Electric_Charges_and_Fields';id:'17',Chap,Inc->name:'Electric_Charge'@Kpt|Inc->name:'Conductors_Insulators_and_Charging_by_Induction'@Kpt|Inc->name:'Coulombs_Law'@Kpt|Inc->name:'Electric_Field'@Kpt|Inc->name:'Calculating_Electric_Fields_of_Charge_Distributions'@Kpt|Inc->name:'Electric_Field_Lines'@Kpt
name:'Gausss_Law';id:'18',Chap,Inc->name:'Electric_Flux'@Kpt|Inc->name:'Explaining_Gausss_Law'@Kpt|Inc->name:'Applying_Gausss_Law'@Kpt|Inc->name:'Conductors_in_Electrostatic_Equilibrium'@Kpt
name:'Electric_Potential';id:'19',Chap,Inc->name:'Electric_Potential_Energy'@Kpt|Inc->name:'Electric_Potential_and_Potential_Difference'@Kpt|Inc->name:'Calculations_of_Electric_Potential'@Kpt|Inc->name:'Determining_Field_from_Potential'@Kpt|Inc->name:'Equipotential_Surfaces_and_Conductors'@Kpt
name:'Capacitance';id:'20',Chap,Inc->name:'Capacitors_and_Capacitance'@Kpt|Inc->name:'Capacitors_in_Series_and_in_Parallel'@Kpt|Inc->name:'Energy_Stored_in_a_Capacitor'@Kpt|Inc->name:'Capacitor_with_a_Dielectric'@Kpt
name:'Current_and_Resistance';id:'21',Chap,Inc->name:'Electrical_Current'@Kpt|Inc->name:'Model_of_Conduction_in_Metals'@Kpt|Inc->name:'Resistivity_and_Resistance'@Kpt|Inc->name:'Ohms_Law'@Kpt|Inc->name:'Electrical_Energy_and_Power'@Kpt|Inc->name:'Superconductors'@Kpt
name:'Direct_Current_Circuits';id:'22',Chap,Inc->name:'Electromotive_Force'@Kpt|Inc->name:'Resistors_in_Series_and_Parallel'@Kpt|Inc->name:'Kirchhoffs_Rules'@Kpt|Inc->name:'Electrical_Measuring_Instruments'@Kpt|Inc->name:'RC_Circuits'@Kpt|Inc->name:'Household_Wiring_and_Electrical_Safety'@Kpt
name:'Magnetic_Forces_and_Fields';id:'23',Chap,Inc->name:'Magnetism_and_Its_Historical_Discoveries'@Kpt|Inc->name:'Magnetic_Fields_and_Lines'@Kpt|Inc->name:'Motion_of_a_Charged_Particle_in_a_Magnetic_Field'@Kpt|Inc->name:'Magnetic_Force_on_a_Current_Carrying_Conductor'@Kpt|Inc->name:'Force_and_Torque_on_a_Current_Loop'@Kpt|Inc->name:'The_Hall_Effect'@Kpt|Inc->name:'Applications_of_Magnetic_Forces_and_Fields'@Kpt
name:'Sources_of_Magnetic_Fields';id:'24',Chap,Inc->name:'The_Biot_Savart_Law'@Kpt|Inc->name:'Magnetic_Field_Due_to_a_Thin_Straight_Wire'@Kpt|Inc->name:'Magnetic_Force_between_Two_Parallel_Currents'@Kpt|Inc->name:'Magnetic_Field_of_a_Current_Loop'@Kpt|Inc->name:'Amperes_Law'@Kpt|Inc->name:'Solenoids_and_Toroids'@Kpt
name:'Electromagnetic_Induction';id:'25',Chap,Inc->name:'Faradays_Law'@Kpt|Inc->name:'Lenzs_Law'@Kpt|Inc->name:'Motional_Emf'@Kpt|Inc->name:'Induced_Electric_Fields'@Kpt|Inc->name:'Eddy_Currents'@Kpt|Inc->name:'Electric_Generators_and_Back_Emf'@Kpt|Inc->name:'Applications_of_Electromagnetic_Induction'@Kpt
name:'Inductance';id:'26',Chap,Inc->name:'Mutual_Inductance'@Kpt|Inc->name:'Self_Inductance_and_Inductors'@Kpt|Inc->name:'Energy_in_a_Magnetic_Field'@Kpt|Inc->name:'RL_Circuits'@Kpt|Inc->name:'Oscillations_in_an_LC_Circuit'@Kpt|Inc->name:'RLC_Series_Circuits'@Kpt
name:'Alternating_Current_Circuits';id:'27',Chap,Inc->name:'AC_Sources'@Kpt|Inc->name:'Simple_AC_Circuits'@Kpt|Inc->name:'RLC_Series_Circuits_with_AC'@Kpt|Inc->name:'Power_in_an_AC_Circuit'@Kpt|Inc->name:'Resonance_in_an_AC_Circuit'@Kpt|Inc->name:'Transformers'@Kpt
name:'Electromagnetic_Waves';id:'28',Chap,Inc->name:'Maxwells_Equations_and_Electromagnetic_Waves'@Kpt|Inc->name:'Plane_Electromagnetic_Waves'@Kpt|Inc->name:'Energy_Carried_by_Electromagnetic_Waves'@Kpt|Inc->name:'The_Electromagnetic_Spectrum'@Kpt
name:'Geometric_Optics';id:'29',Chap,Inc->name:'Polarization'@Kpt|Inc->name:'Reflection_and_Refraction'@Kpt|Inc->name:'Lenses'@Kpt|Inc->name:'Mirrors'@Kpt
name:'Position_Displacement_and_Average_Velocity';id:'3.1';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Instantaneous_Velocity_and_Speed';id:'3.2';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Average_and_Instantaneous_Acceleration';id:'3.3';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Motion_with_Constant_Acceleration';id:'3.4';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Free_Fall';id:'3.5';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Finding_Velocity_and_Displacement_from_Acceleration';id:'3.6';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Displacement_and_Velocity_Vectors';id:'4.1';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Acceleration_Vector';id:'4.2';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Projectile_Motion';id:'4.3';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Uniform_Circular_Motion';id:'4.4';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Relative_Motion_in_One_and_Two_Dimensions';id:'4.5';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Forces';id:'5.1';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Newtons_First_Law';id:'5.2';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Newtons_Second_Law';id:'5.3';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Mass_and_Weight';id:'5.4';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Newtons_Third_Law';id:'5.5';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Common_Forces';id:'5.6';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Drawing_Free_Body_Diagrams';id:'5.7';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Solving_Problems_with_Newtons_Laws';id:'6.1';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Friction';id:'6.2';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Centripetal_Force';id:'6.3';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Drag_Force_and_Terminal_Speed';id:'6.4';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Work';id:'7.1';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Kinetic_Energy';id:'7.2';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Work_Energy_Theorem';id:'7.3';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Power';id:'7.4';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Potential_Energy_of_a_System';id:'8.1';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Conservative_and_Non_Conservative_Forces';id:'8.2';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Conservation_of_Energy';id:'8.3';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Potential_Energy_Diagrams_and_Stability';id:'8.4';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Sources_of_Energy';id:'8.5';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Linear_Momentum';id:'9.1';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Impulse_and_Collisions';id:'9.2';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Conservation_of_Linear_Momentum';id:'9.3';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Types_of_Collisions';id:'9.4';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Collisions_in_Multiple_Dimensions';id:'9.5';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Center_of_Mass';id:'9.6';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Rocket_Propulsion';id:'9.7';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Rotational_Variables';id:'10.1';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Rotation_with_Constant_Angular_Acceleration';id:'10.2';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Relating_Angular_and_Translational_Quantities';id:'10.3';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Moment_of_Inertia_and_Rotational_Kinetic_Energy';id:'10.4';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Calculating_Moments_of_Inertia';id:'10.5';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Torque';id:'10.6';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Newtons_Second_Law_for_Rotation';id:'10.7';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Work_and_Power_for_Rotational_Motion';id:'10.8';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Rolling_Motion';id:'11.1';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Angular_Momentum';id:'11.2';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Conservation_of_Angular_Momentum';id:'11.3';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Precession_of_a_Gyroscope';id:'11.4';NT:'0';EN:'0';MT:'1';EL:'0';MG:'0',Kpt
name:'Conditions_for_Static_Equilibrium';id:'12.1';NT:'0';EN:'1';MT:'1';EL:'0';MG:'0',Kpt
name:'Examples_of_Static_Equilibrium';id:'12.2';NT:'0';EN:'1';MT:'1';EL:'0';MG:'0',Kpt
name:'Stress_Strain_and_Elastic_Modulus';id:'12.3';NT:'0';EN:'1';MT:'1';EL:'0';MG:'0',Kpt
name:'Elasticity_and_Plasticity';id:'12.4';NT:'0';EN:'1';MT:'1';EL:'0';MG:'0',Kpt
name:'Newtons_Law_of_Universal_Gravitation';id:'13.1';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Gravitation_Near_Earths_Surface';id:'13.2';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Gravitational_Potential_Energy_and_Total_Energy';id:'13.3';NT:'1';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Satellite_Orbits_and_Energy';id:'13.4';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Keplers_Laws_of_Planetary_Motion';id:'13.5';NT:'1';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Tidal_Forces';id:'13.6';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Einsteins_Theory_of_Gravity';id:'13.7';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Fluids_Density_and_Pressure';id:'14.1';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Measuring_Pressure';id:'14.2';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Pascals_Principle_and_Hydraulics';id:'14.3';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Archimedes_Principle_and_Buoyancy';id:'14.4';NT:'1';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Fluid_Dynamics';id:'14.5';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Bernoullis_Equation';id:'14.6';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Simple_Harmonic_Motion';id:'15.1';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Energy_in_Simple_Harmonic_Motion';id:'15.2';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Comparing_Simple_Harmonic_Motion_and_Circular_Motion';id:'15.3';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Pendulums';id:'15.4';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Traveling_Waves';id:'16.1';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Mathematics_of_Waves';id:'16.2';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Wave_Speed_on_a_Stretched_String';id:'16.3';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Energy_and_Power_of_a_Wave';id:'16.4';NT:'0';EN:'1';MT:'0';EL:'0';MG:'0',Kpt
name:'Standing_Waves_and_Resonance';id:'16.5';NT:'0';EN:'0';MT:'0';EL:'0';MG:'0',Kpt
name:'Electric_Charge';id:'17.1';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Conductors_Insulators_and_Charging_by_Induction';id:'17.2';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Coulombs_Law';id:'17.3';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Electric_Field';id:'17.4';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Calculating_Electric_Fields_of_Charge_Distributions';id:'17.5';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Electric_Field_Lines';id:'17.6';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Electric_Flux';id:'18.1';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Explaining_Gausss_Law';id:'18.2';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Applying_Gausss_Law';id:'18.3';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Conductors_in_Electrostatic_Equilibrium';id:'18.4';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Electric_Potential_Energy';id:'19.1';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Electric_Potential_and_Potential_Difference';id:'19.2';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Calculations_of_Electric_Potential';id:'19.3';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Determining_Field_from_Potential';id:'19.4';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Equipotential_Surfaces_and_Conductors';id:'19.5';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
name:'Capacitors_and_Capacitance';id:'20.1';NT:'0';EN:'0';MT:'0';EL:'1';MG:'0',Kpt
